253	synpic31015	skull and contents
254	synpic56918	skull and contents
255	synpic26227	musculoskeletal
256	synpic31996	skull and contents
257	synpic40809	skull and contents
258	synpic46288	skull and contents
259	synpic58908	skull and contents
260	synpic37465	musculoskeletal
261	synpic57420	spine and contents
262	synpic28035	skull and contents
263	synpic18684	genitourinary
264	synpic40389	skull and contents
265	synpic26781	musculoskeletal
266	synpic32938	heart and great vessels
267	synpic40410	skull and contents
268	synpic35919	skull and contents
269	synpic48716	skull and contents
270	synpic34030	musculoskeletal
271	synpic33039	heart and great vessels
272	synpic19161	breast
273	synpic40028	lung, mediastinum, pleura
274	synpic43535	lung, mediastinum, pleura
275	synpic53726	skull and contents
276	synpic51866	face, sinuses, and neck
277	synpic20053	gastrointestinal
278	synpic4164	musculoskeletal
279	synpic20286	breast
280	synpic16734	lung, mediastinum, pleura
281	synpic36341	skull and contents
282	synpic55037	skull and contents
283	synpic33417	gastrointestinal
284	synpic22526	lung, mediastinum, pleura
285	synpic21749	musculoskeletal
286	synpic59180	spine and contents
287	synpic34807	skull and contents
288	synpic50359	spine and contents
289	synpic26581	musculoskeletal
290	synpic56072	gastrointestinal
291	synpic49807	spine and contents
292	synpic27890	genitourinary
293	synpic37328	skull and contents
294	synpic50370	skull and contents
295	synpic32052	skull and contents
296	synpic42589	musculoskeletal
297	synpic56271	skull and contents
298	synpic46738	lung, mediastinum, pleura
299	synpic50006	gastrointestinal
300	synpic50984	gastrointestinal
301	synpic26351	skull and contents
302	synpic19837	musculoskeletal
303	synpic56107	skull and contents
304	synpic19614	lung, mediastinum, pleura
305	synpic56103	face, sinuses, and neck
306	synpic9653	skull and contents
307	synpic49779	spine and contents
308	synpic39275	skull and contents
309	synpic30245	heart and great vessels
310	synpic45180	skull and contents
311	synpic26194	genitourinary
312	synpic53251	genitourinary
313	synpic16094	lung, mediastinum, pleura
314	synpic36422	skull and contents
315	synpic35881	skull and contents
316	synpic25310	skull and contents
317	synpic28973	breast
318	synpic50638	lung, mediastinum, pleura
319	synpic49369	lung, mediastinum, pleura
320	synpic36218	genitourinary
321	synpic47608	skull and contents
322	synpic46516	skull and contents
323	synpic55230	skull and contents
324	synpic39301	skull and contents
325	synpic12184	genitourinary
326	synpic35275	gastrointestinal
327	synpic39472	skull and contents
328	synpic19991	spine and contents
329	synpic38220	skull and contents
330	synpic41907	skull and contents
331	synpic38591	skull and contents
332	synpic25311	skull and contents
333	synpic47557	lung, mediastinum, pleura
334	synpic50003	lung, mediastinum, pleura
335	synpic18251	skull and contents
336	synpic16242	face, sinuses, and neck
337	synpic47964	skull and contents
338	synpic25139	gastrointestinal
339	synpic56302	skull and contents
340	synpic52164	vascular and lymphatic
341	synpic45430	skull and contents
342	synpic38424	skull and contents
343	synpic18938	musculoskeletal
344	synpic54475	skull and contents
345	synpic46071	skull and contents
346	synpic16108	spine and contents
347	synpic26975	genitourinary
348	synpic41736	musculoskeletal
349	synpic52038	skull and contents
350	synpic41044	skull and contents
351	synpic26752	skull and contents
352	synpic21029	gastrointestinal
353	synpic28025	breast
354	synpic27699	skull and contents
355	synpic44464	musculoskeletal
356	synpic58717	skull and contents
357	synpic47804	lung, mediastinum, pleura
358	synpic16487	breast
359	synpic19950	lung, mediastinum, pleura
360	synpic33613	spine and contents
361	synpic47187	skull and contents
362	synpic58925	skull and contents
363	synpic58716	skull and contents
364	synpic42982	heart and great vessels
365	synpic50835	spine and contents
366	synpic31561	face, sinuses, and neck
367	synpic37104	skull and contents
368	synpic22284	skull and contents
369	synpic21941	lung, mediastinum, pleura
370	synpic35129	heart and great vessels
371	synpic26814	skull and contents
372	synpic100313	spine and contents
373	synpic454	musculoskeletal
374	synpic50558	skull and contents
375	synpic55352	face, sinuses, and neck
376	synpic47476	no
377	synpic58354	yes
378	synpic39386	yes
379	synpic25627	yes
380	synpic49505	yes
381	synpic28985	no
382	synpic29794	yes
383	synpic45122	yes
384	synpic100563	yes
385	synpic25614	no
386	synpic53988	meningioma
387	synpic23260	meningioma
388	synpic18584	ependymoma
389	synpic36889	acute appendicitis
390	synpic55889	osteochondroma
391	synpic47679	rickets
392	synpic48238	schizencephaly
393	synpic23472	osteochondroma
394	synpic20621	pulmonary sequestration
395	synpic33890	intracranial lipoma
396	synpic21502	crossed fused ectopia
397	synpic23315	pulmonary embolism
398	synpic59863	glioblastoma multiforme
399	synpic52063	osteomyelitis
400	synpic43973	pulmonary embolism
401	synpic33264	pulmonary embolism
402	synpic35832	cerebral arteriovenous malformation
403	synpic36678	meningioma
404	synpic36693	inguinal hernia involving bladder
405	synpic59524	meningioma
406	synpic23288	pulmonary seration
407	synpic58148	intracranial epidermoida
408	synpic54202	anoxic brain injury
409	synpic54570	ependymoma
410	synpic25389	hemangioma
411	synpic28646	acute appendicitis
412	synpic35171	pulmonary embolism
413	synpic45521	glioblastoma multiforme
414	synpic42299	meningioma
415	synpic56944	rickets
416	synpic38736	epidermoid cyst
417	synpic31074	osteomyelitis
418	synpic31921	pulmonary embolism
419	synpic59690	aneurysm cerebral
420	synpic50844	meningioma
421	synpic31510	acute appendicitis
422	synpic58565	brain cerebral abscess
423	synpic48819	rheumatoid arthritis
424	synpic43958	osteomyelitis
425	synpic19471	pulmonaryal middleato
426	synpic51409	pneumothorax
427	synpic46175	appendicitis
428	synpic41140	appendicitis
429	synpic19459	kidney
430	synpic59243	intracranial lipoma
431	synpic23931	rickets
432	synpic52110	epidermoid cyst
433	synpic24938	ependymoma
434	synpic44969	kidneyle
435	synpic41839	meningioma
436	synpic100560	osteomyelitis
437	synpic40312	schwannoma
438	synpic39606	meningioma
439	synpic35996	cerebral infarction
440	synpic54398	aneurysm cerebral
441	synpic57322	pulmonary embolism
442	synpic22025	appendicitis
443	synpic24332	appendicitis
444	synpic31918	epidermoid cyst
445	synpic33464	fibrous dysplasia
446	synpic24681	depressed skull fractures
447	synpic19500	osyn osteomyelitis
448	synpic28642	lipoma
449	synpic60174	meningioma
450	synpic28495	appendicitis
451	synpic51803	osteomyelitis
452	synpic28324	fibrous dysplasia
453	synpic50710	schwannoma
454	synpic60189	osteochondroma
455	synpic59091	meningioma
456	synpic39017	meningioma
457	synpic37984	osteochondritis
458	synpic53580	abscess
459	synpic50923	meningioma
460	synpic32787	ectopic posterior acknowledge
461	synpic35942	syndrome
462	synpic16143	cerebral aneurysm
463	synpic36293	pneumothorax
464	synpic55708	meningioma
465	synpic23846	pulmonary embolism
466	synpic58210	meningioma
467	synpic34453	pulmonary sequestration
468	synpic24668	pulmonary embolism
469	synpic25012	meningioma
470	synpic51792	cerebral infarction
471	synpic25761	acute appendicitis
472	synpic51976	odontoid fracture
473	synpic53807	ependymoma
474	synpic18351	osteochondritis dissecans
475	synpic43433	harchnoidural hematoma
476	synpic28709	pulmonary empyema
477	synpic58577	pneumothorax
478	synpic47443	meningioma
479	synpic50705	schwannoma
480	synpic49254	appendicitis
481	synpic43590	osteomyelitis
482	synpic53967	meningioma
483	synpic45637	meningioma
484	synpic33979	pulmonary embolism
485	synpic47008	meningioma
486	synpic58869	osteomyelitis
487	synpic38637	no
488	synpic39501	osteochondritis
489	synpic47961	meningioma
490	synpic47550	pulmonary embolism
491	synpic55154	meningioma
492	synpic28154	pulmonary sequestration
493	synpic58276	osomyelitis
494	synpic39844	ependymoma
495	synpic24183	fibrous dysplasia
496	synpic21789	osteomyelitis
497	synpic39878	meningioma
498	synpic41525	pulmonary embolism
499	synpic18173	pancreatic dislocation
500	synpic54143	fibrous dysplasia
